Age,Income,Home,Emp_length,Intent,Amount,Rate,High_Interest_Flag,Status,Percent_income,Cred_length,Default
29,58000,RENT,0,EDUCATION,20000,9.91,0,1,0.3448275862068966,10,0
30,58000,RENT,3,PERSONAL,20000,14.72,1,1,0.3448275862068966,5,0
31,59000,RENT,14,DEBT CONSOLIDATION,20000,7.51,0,1,0.3389830508474576,10,0
28,60000,RENT,12,PERSONAL,20000,10.99,0,1,0.3333333333333333,10,0
30,54000,RENT,4,DEBT CONSOLIDATION,20000,14.84,1,1,0.37037037037037035,9,1
27,60000,RENT,1,EDUCATION,20000,10.99,0,1,0.3333333333333333,6,0
27,54000,RENT,2,PERSONAL,20000,16.0,1,1,0.37037037037037035,6,0
27,60000,RENT,0,VENTURE,20000,12.21,1,1,0.3333333333333333,5,0
27,60000,RENT,11,VENTURE,20000,10.51,0,1,0.3333333333333333,7,0
34,20400,MORTGAGE,6,MEDICAL,3300,13.06,1,0,0.16176470588235295,10,1
28,20400,MORTGAGE,4,EDUCATION,2075,7.88,0,0,0.1017156862745098,8,0
28,56000,RENT,7,EDUCATION,20000,18.25,1,1,0.35714285714285715,6,0
28,56000,RENT,0,MEDICAL,20000,18.62,1,1,0.35714285714285715,7,0
31,20400,OWN,0,MEDICAL,11000,11.03,0,0,0.5392156862745098,10,1
31,20500,MORTGAGE,4,HOME IMPROVEMENT,1000,6.76,0,0,0.04878048780487805,6,0
33,20640,OWN,0,HOME IMPROVEMENT,6250,14.84,1,0,0.3028100775193798,7,0
28,63000,RENT,4,VENTURE,20000,14.61,1,1,0.31746031746031744,9,1
29,65000,RENT,3,HOME IMPROVEMENT,20000,8.9,0,1,0.3076923076923077,10,0
31,65000,RENT,9,VENTURE,20000,10.65,0,1,0.3076923076923077,8,0
27,65000,RENT,11,VENTURE,20000,10.99,0,1,0.3076923076923077,5,0
30,65000,RENT,5,HOME IMPROVEMENT,20000,11.99,0,1,0.3076923076923077,8,0
35,20800,OWN,2,MEDICAL,7000,10.62,0,0,0.33653846153846156,8,0
32,65000,RENT,4,VENTURE,20000,13.8,1,1,0.3076923076923077,6,1
34,65000,RENT,3,HOME IMPROVEMENT,20000,6.54,0,1,0.3076923076923077,5,0
29,59000,RENT,4,VENTURE,20000,20.17,1,1,0.3389830508474576,5,1
32,66000,RENT,4,HOME IMPROVEMENT,20000,8.9,0,0,0.30303030303030304,9,0
27,66000,RENT,3,DEBT CONSOLIDATION,20000,10.62,0,0,0.30303030303030304,9,0
34,67000,RENT,7,EDUCATION,20000,11.71,0,0,0.29850746268656714,9,0
27,67000,RENT,2,HOME IMPROVEMENT,20000,14.26,1,0,0.29850746268656714,10,1
34,67500,RENT,2,VENTURE,20000,10.99,0,0,0.2962962962962963,5,0
30,63000,RENT,9,PERSONAL,20000,13.92,1,1,0.31746031746031744,9,1
34,70000,RENT,1,PERSONAL,20000,10.99,0,0,0.2857142857142857,9,0
27,70000,RENT,3,MEDICAL,20000,10.99,0,0,0.2857142857142857,5,0
29,70000,RENT,2,MEDICAL,20000,13.85,1,0,0.2857142857142857,5,0
27,70000,RENT,4,EDUCATION,20000,11.48,0,0,0.2857142857142857,9,0
28,71874,RENT,6,DEBT CONSOLIDATION,20000,11.48,0,0,0.27826474107465843,6,0
34,72000,RENT,6,DEBT CONSOLIDATION,20000,10.99,0,0,0.2777777777777778,6,0
27,72000,RENT,6,VENTURE,20000,8.9,0,0,0.2777777777777778,5,0
27,72000,RENT,4,HOME IMPROVEMENT,20000,9.25,0,0,0.2777777777777778,10,0
28,56100,RENT,9,MEDICAL,20000,14.59,1,1,0.35650623885918004,5,1
34,72000,RENT,2,VENTURE,20000,11.89,0,0,0.2777777777777778,10,0
27,66000,RENT,11,PERSONAL,20000,12.21,1,1,0.30303030303030304,5,0
30,72000,RENT,5,EDUCATION,20000,13.79,1,0,0.2777777777777778,7,0
28,73992,RENT,2,PERSONAL,20000,9.96,0,0,0.27029949183695534,7,0
28,75000,RENT,6,HOME IMPROVEMENT,20000,13.49,1,0,0.26666666666666666,5,0
27,75000,RENT,0,DEBT CONSOLIDATION,20000,13.49,1,0,0.26666666666666666,7,0
28,58650,RENT,13,MEDICAL,20000,10.59,0,1,0.3410059676044331,8,0
27,75000,RENT,1,HOME IMPROVEMENT,20000,10.99,0,0,0.26666666666666666,6,0
35,69000,RENT,8,VENTURE,20000,13.49,1,1,0.2898550724637681,5,1
30,69000,RENT,2,VENTURE,20000,17.14,1,1,0.2898550724637681,7,1
28,75000,RENT,0,HOME IMPROVEMENT,20000,11.11,0,0,0.26666666666666666,7,0
29,75000,RENT,1,VENTURE,20000,6.54,0,0,0.26666666666666666,9,0
27,21403,MORTGAGE,2,HOME IMPROVEMENT,2100,11.12,0,0,0.09811708638975844,7,0
29,21424,MORTGAGE,1,EDUCATION,7750,7.51,0,1,0.36174383868558624,10,0
27,75000,RENT,3,MEDICAL,20000,11.83,0,0,0.26666666666666666,10,0
30,75000,RENT,7,MEDICAL,20000,12.18,1,0,0.26666666666666666,7,0
28,75000,RENT,13,HOME IMPROVEMENT,20000,13.16,1,0,0.26666666666666666,9,0
27,21600,OWN,1,PERSONAL,4200,7.49,0,0,0.19444444444444445,6,0
30,77000,RENT,7,VENTURE,20000,12.42,1,0,0.2597402597402597,8,0
29,77625,RENT,1,DEBT CONSOLIDATION,20000,11.11,0,0,0.2576489533011272,9,0
28,78000,RENT,5,HOME IMPROVEMENT,20000,11.48,0,0,0.2564102564102564,5,0
27,72000,RENT,4,HOME IMPROVEMENT,20000,13.22,1,1,0.2777777777777778,9,0
28,21600,OWN,11,HOME IMPROVEMENT,8000,11.49,0,0,0.37037037037037035,5,0
31,73000,RENT,1,HOME IMPROVEMENT,20000,15.05,1,1,0.273972602739726,5,1
28,79701,RENT,11,PERSONAL,20000,13.92,1,0,0.25093788032772485,7,0
27,80000,RENT,3,PERSONAL,20000,7.49,0,0,0.25,9,0
35,80000,RENT,1,DEBT CONSOLIDATION,20000,13.98,1,0,0.25,7,1
32,83000,RENT,6,PERSONAL,20000,14.38,1,0,0.24096385542168675,10,0
27,21600,OWN,11,HOME IMPROVEMENT,4000,10.62,0,0,0.18518518518518517,9,0
27,84000,RENT,1,HOME IMPROVEMENT,20000,13.49,1,0,0.23809523809523808,8,0
28,84996,RENT,12,HOME IMPROVEMENT,20000,13.92,1,0,0.23530519083250975,9,0
28,84996,RENT,8,HOME IMPROVEMENT,20000,13.92,1,0,0.23530519083250975,9,0
33,85000,RENT,16,DEBT CONSOLIDATION,20000,15.27,1,0,0.23529411764705882,10,0
27,85000,RENT,11,PERSONAL,20000,10.59,0,0,0.23529411764705882,8,0
29,73000,RENT,1,HOME IMPROVEMENT,20000,11.83,0,1,0.273972602739726,9,0
29,85155,RENT,13,HOME IMPROVEMENT,20000,14.61,1,0,0.2348658328929599,6,0
27,87000,RENT,3,HOME IMPROVEMENT,20000,7.49,0,0,0.22988505747126436,8,0
29,21996,OWN,7,PERSONAL,8300,5.42,0,0,0.3773413347881433,7,0
27,88000,RENT,4,DEBT CONSOLIDATION,20000,10.38,0,0,0.22727272727272727,7,0
30,90000,RENT,2,DEBT CONSOLIDATION,20000,11.99,0,0,0.2222222222222222,9,0
27,90000,RENT,0,DEBT CONSOLIDATION,20000,6.54,0,0,0.2222222222222222,9,0
32,90000,RENT,11,PERSONAL,20000,13.22,1,0,0.2222222222222222,6,1
29,92000,RENT,2,DEBT CONSOLIDATION,20000,13.72,1,0,0.21739130434782608,10,0
32,81400,RENT,2,VENTURE,20000,14.84,1,1,0.2457002457002457,6,1
27,81500,RENT,2,HOME IMPROVEMENT,20000,17.51,1,1,0.24539877300613497,8,1
28,22000,OWN,5,EDUCATION,8000,6.99,0,0,0.36363636363636365,5,0
34,93600,RENT,15,EDUCATION,20000,15.31,1,0,0.21367521367521367,5,0
27,22000,MORTGAGE,11,EDUCATION,2500,7.49,0,0,0.11363636363636363,6,0
28,94050,RENT,7,HOME IMPROVEMENT,20000,14.26,1,0,0.2126528442317916,9,1
31,96000,RENT,5,VENTURE,20000,17.19,1,0,0.20833333333333334,8,1
33,96000,RENT,14,VENTURE,20000,7.88,0,0,0.20833333333333334,10,0
32,96000,RENT,7,PERSONAL,20000,14.42,1,0,0.20833333333333334,9,0
31,96588,RENT,2,HOME IMPROVEMENT,20000,10.95,0,0,0.2070650598418023,9,0
29,22000,OWN,4,PERSONAL,2400,10.75,0,0,0.10909090909090909,7,0
34,97356,RENT,12,PERSONAL,20000,13.22,1,0,0.2054316118164263,7,1
33,98000,RENT,2,EDUCATION,20000,6.91,0,0,0.20408163265306123,5,0
30,22000,OWN,4,VENTURE,2000,13.57,1,0,0.09090909090909091,9,0
28,86652,RENT,5,HOME IMPROVEMENT,20000,11.58,0,1,0.23080829063379957,5,0
30,22000,OWN,4,VENTURE,6000,11.89,0,0,0.2727272727272727,8,0
30,22000,MORTGAGE,1,EDUCATION,5375,12.21,1,0,0.24431818181818182,9,0
31,100000,RENT,6,HOME IMPROVEMENT,20000,12.42,1,0,0.2,9,0
27,100000,RENT,9,MEDICAL,20000,12.69,1,0,0.2,5,0
27,100000,RENT,4,MEDICAL,20000,11.12,0,0,0.2,9,0
29,100000,RENT,0,PERSONAL,20000,13.98,1,0,0.2,6,1
29,22080,OWN,3,EDUCATION,8000,8.59,0,0,0.36231884057971014,9,0
33,100000,RENT,4,PERSONAL,20000,10.99,0,0,0.2,7,0
28,22200,OWN,4,HOME IMPROVEMENT,2500,11.49,0,0,0.11261261261261261,5,0
31,101000,RENT,3,DEBT CONSOLIDATION,20000,7.9,0,0,0.19801980198019803,10,0
32,101000,RENT,3,PERSONAL,20000,10.75,0,0,0.19801980198019803,9,0
33,89004,RENT,2,PERSONAL,20000,17.58,1,1,0.2247090018426138,6,1
35,22300,OWN,1,PERSONAL,3775,15.27,1,0,0.16928251121076232,6,0
35,102000,RENT,3,HOME IMPROVEMENT,20000,13.85,1,0,0.19607843137254902,10,0
28,22404,MORTGAGE,3,VENTURE,5725,14.79,1,1,0.2555347259417961,9,0
27,105000,RENT,4,VENTURE,20000,10.62,0,0,0.19047619047619047,9,0
30,106000,RENT,9,DEBT CONSOLIDATION,20000,13.22,1,0,0.18867924528301888,5,1
28,98000,RENT,0,HOME IMPROVEMENT,20000,14.96,1,1,0.20408163265306123,6,0
27,98000,RENT,11,HOME IMPROVEMENT,20000,16.0,1,1,0.20408163265306123,8,0
30,110000,RENT,5,VENTURE,20000,14.11,1,0,0.18181818181818182,5,1
29,99855,RENT,2,VENTURE,20000,17.06,1,1,0.20029042111061038,8,0
30,115000,RENT,3,DEBT CONSOLIDATION,20000,11.11,0,0,0.17391304347826086,7,0
27,22800,MORTGAGE,11,MEDICAL,2500,10.99,0,0,0.10964912280701754,10,0
31,103000,RENT,2,VENTURE,20000,18.17,1,1,0.1941747572815534,5,0
29,115500,RENT,1,EDUCATION,20000,10.46,0,0,0.17316017316017315,9,0
28,89250,RENT,0,MEDICAL,20000,10.99,0,1,0.22408963585434175,8,0
34,120000,RENT,7,VENTURE,20000,13.8,1,0,0.16666666666666666,7,0
27,120000,RENT,1,DEBT CONSOLIDATION,20000,6.54,0,0,0.16666666666666666,9,0
28,108000,RENT,2,PERSONAL,20000,15.31,1,1,0.18518518518518517,7,0
28,120000,RENT,4,EDUCATION,20000,14.26,1,0,0.16666666666666666,7,0
27,125000,RENT,3,DEBT CONSOLIDATION,20000,9.25,0,0,0.16,8,0
35,113000,RENT,0,DEBT CONSOLIDATION,20000,10.99,0,1,0.17699115044247787,7,0
32,129000,RENT,0,MEDICAL,20000,10.99,0,0,0.15503875968992248,10,0
33,130000,RENT,1,EDUCATION,20000,6.62,0,0,0.15384615384615385,10,0
30,100815,RENT,7,MEDICAL,20000,18.3,1,1,0.19838317710658135,6,1
27,132000,RENT,6,VENTURE,20000,12.73,1,0,0.15151515151515152,8,0
27,22896,OWN,1,MEDICAL,5000,11.48,0,0,0.21837875611460517,8,0
34,135000,RENT,6,HOME IMPROVEMENT,20000,17.74,1,0,0.14814814814814814,8,1
29,140000,RENT,5,DEBT CONSOLIDATION,20000,13.49,1,0,0.14285714285714285,8,1
27,140000,RENT,4,EDUCATION,20000,7.9,0,0,0.14285714285714285,6,0
29,140000,RENT,3,PERSONAL,20000,10.0,0,0,0.14285714285714285,9,0
34,148080,RENT,0,HOME IMPROVEMENT,20000,8.9,0,0,0.1350621285791464,6,0
31,155000,RENT,3,HOME IMPROVEMENT,20000,10.74,0,0,0.12903225806451613,6,0
30,156000,RENT,0,EDUCATION,20000,6.54,0,0,0.1282051282051282,8,0
34,148000,RENT,0,HOME IMPROVEMENT,20000,10.99,0,1,0.13513513513513514,6,0
31,23000,OWN,13,PERSONAL,4500,5.79,0,0,0.1956521739130435,9,0
32,175000,RENT,3,DEBT CONSOLIDATION,20000,13.49,1,0,0.11428571428571428,8,1
30,180000,RENT,1,EDUCATION,20000,14.22,1,0,0.1111111111111111,10,0
28,113000,RENT,9,DEBT CONSOLIDATION,19975,13.92,1,1,0.17676991150442478,9,0
29,53313,RENT,13,MEDICAL,19850,10.99,0,1,0.3723294506030424,7,0
34,23000,OWN,2,PERSONAL,2500,10.99,0,0,0.10869565217391304,7,0
30,49110,RENT,2,EDUCATION,19775,12.42,1,1,0.4026674811647322,10,0
33,18000,RENT,0,DEBT CONSOLIDATION,500,10.99,0,0,0.027777777777777776,6,0
27,12000,RENT,1,DEBT CONSOLIDATION,725,7.37,0,0,0.06041666666666667,6,0
32,12000,RENT,3,MEDICAL,900,10.28,0,1,0.075,5,0
30,23000,RENT,1,MEDICAL,950,10.99,0,0,0.041304347826086954,6,0
31,10200,RENT,4,MEDICAL,1000,10.99,0,1,0.09803921568627451,10,1
27,11808,RENT,4,MEDICAL,1000,14.91,1,1,0.08468834688346884,8,0
33,12000,RENT,4,EDUCATION,1000,7.88,0,1,0.08333333333333333,7,0
28,12000,RENT,1,HOME IMPROVEMENT,1000,16.32,1,1,0.08333333333333333,9,1
29,12480,RENT,4,EDUCATION,1000,8.9,0,0,0.08012820512820513,9,0
29,14400,RENT,3,EDUCATION,1000,16.32,1,1,0.06944444444444445,8,1
27,17000,RENT,1,VENTURE,1000,7.29,0,0,0.058823529411764705,5,0
28,18000,RENT,0,PERSONAL,1000,13.49,1,1,0.05555555555555555,8,0
29,20000,RENT,0,PERSONAL,1000,10.65,0,0,0.05,10,0
35,23400,OWN,12,EDUCATION,5000,15.33,1,0,0.21367521367521367,9,0
30,36432,RENT,1,EDUCATION,19000,15.21,1,1,0.5215195432586737,5,1
28,44000,RENT,3,MEDICAL,19000,16.82,1,1,0.4318181818181818,8,0
31,51500,RENT,6,EDUCATION,19000,14.83,1,1,0.36893203883495146,10,1
33,56136,RENT,12,VENTURE,19000,15.68,1,1,0.3384637309391478,5,1
27,23652,MORTGAGE,9,PERSONAL,2000,7.49,0,0,0.08455944529003889,8,0
28,58000,RENT,5,HOME IMPROVEMENT,19000,14.09,1,1,0.3275862068965517,8,0
30,23748,MORTGAGE,4,MEDICAL,6100,14.27,1,1,0.25686373589354894,10,1
32,65000,RENT,2,MEDICAL,19000,12.84,1,0,0.2923076923076923,5,1
35,65412,RENT,12,HOME IMPROVEMENT,19000,11.14,0,0,0.2904665810554638,7,0
29,71000,RENT,0,PERSONAL,19000,6.54,0,0,0.2676056338028169,9,0
29,83700,RENT,3,PERSONAL,19000,10.99,0,0,0.2270011947431302,10,0
30,60000,RENT,7,PERSONAL,18950,15.96,1,1,0.31583333333333335,6,1
34,42000,RENT,5,PERSONAL,18825,7.9,0,1,0.44821428571428573,10,0
30,24000,MORTGAGE,4,DEBT CONSOLIDATION,7000,6.62,0,0,0.2916666666666667,10,0
32,60000,RENT,5,VENTURE,18800,9.99,0,1,0.31333333333333335,7,0
34,95000,RENT,5,VENTURE,18600,13.57,1,0,0.1957894736842105,7,1
28,99700,RENT,2,DEBT CONSOLIDATION,18600,14.26,1,0,0.18655967903711135,8,1
27,24000,OWN,1,PERSONAL,6000,8.9,0,0,0.25,10,0
32,24000,OWN,2,PERSONAL,5000,16.29,1,0,0.20833333333333334,9,0
28,50400,RENT,8,VENTURE,18500,16.02,1,1,0.36706349206349204,6,0
30,60000,RENT,14,MEDICAL,18500,12.99,1,1,0.30833333333333335,5,0
27,60000,RENT,4,DEBT CONSOLIDATION,18500,10.99,0,1,0.30833333333333335,5,0
33,62004,RENT,3,EDUCATION,18500,12.87,1,0,0.29836784723566223,9,0
27,24000,OWN,1,EDUCATION,6000,10.99,0,0,0.25,7,0
31,112000,RENT,1,VENTURE,18500,7.51,0,0,0.16517857142857142,7,0
33,62500,RENT,3,DEBT CONSOLIDATION,18400,9.91,0,0,0.2944,7,0
31,121000,RENT,15,HOME IMPROVEMENT,18400,10.99,0,0,0.15206611570247933,10,1
29,45000,RENT,8,MEDICAL,18250,14.27,1,1,0.40555555555555556,6,0
35,24000,MORTGAGE,14,DEBT CONSOLIDATION,4000,7.49,0,0,0.16666666666666666,7,0
30,24000,OWN,11,VENTURE,6000,10.99,0,0,0.25,9,0
29,30996,RENT,0,DEBT CONSOLIDATION,18000,10.75,0,1,0.5807200929152149,7,0
29,42000,RENT,6,PERSONAL,18000,14.65,1,1,0.42857142857142855,7,0
31,24000,MORTGAGE,3,VENTURE,3000,7.49,0,0,0.125,10,0
29,24000,MORTGAGE,0,EDUCATION,4000,10.59,0,0,0.16666666666666666,10,0
27,24000,OWN,4,EDUCATION,4000,12.99,1,0,0.16666666666666666,6,0
28,24000,MORTGAGE,2,HOME IMPROVEMENT,9600,11.99,0,0,0.4,8,0
27,45150,RENT,1,PERSONAL,18000,13.16,1,1,0.39867109634551495,7,0
34,45996,RENT,4,DEBT CONSOLIDATION,18000,10.99,0,1,0.39133837725019566,9,0
27,50000,RENT,0,PERSONAL,18000,8.49,0,1,0.36,9,0
32,24000,OWN,1,MEDICAL,2000,7.29,0,0,0.08333333333333333,6,0
34,50000,RENT,4,PERSONAL,18000,8.88,0,1,0.36,9,0
31,50000,RENT,2,MEDICAL,18000,13.48,1,1,0.36,9,1
27,24000,MORTGAGE,6,PERSONAL,6250,8.49,0,0,0.2604166666666667,8,0
27,51200,RENT,11,EDUCATION,18000,14.96,1,1,0.3515625,8,1
34,51312,RENT,0,HOME IMPROVEMENT,18000,13.85,1,1,0.3507951356407858,10,0
29,54000,RENT,0,EDUCATION,18000,10.99,0,1,0.3333333333333333,6,0
32,55000,RENT,0,DEBT CONSOLIDATION,18000,10.38,0,1,0.32727272727272727,7,0
28,24000,OWN,3,PERSONAL,8000,10.37,0,0,0.3333333333333333,5,0
29,56964,RENT,12,DEBT CONSOLIDATION,18000,10.99,0,1,0.31598904571308195,8,0
33,60000,RENT,7,HOME IMPROVEMENT,18000,8.49,0,0,0.3,5,0
30,24000,OWN,0,VENTURE,2500,7.29,0,0,0.10416666666666667,6,0
28,60372,RENT,4,DEBT CONSOLIDATION,18000,14.65,1,0,0.2981514609421586,5,1
28,63000,RENT,12,HOME IMPROVEMENT,18000,10.65,0,0,0.2857142857142857,9,0
27,64000,RENT,3,MEDICAL,18000,11.11,0,0,0.28125,8,0
30,64000,RENT,1,VENTURE,18000,8.38,0,0,0.28125,7,0
27,59000,RENT,3,PERSONAL,18000,12.18,1,1,0.3050847457627119,9,0
35,66000,RENT,0,HOME IMPROVEMENT,18000,9.99,0,0,0.2727272727272727,8,0
33,67800,RENT,3,HOME IMPROVEMENT,18000,10.08,0,0,0.26548672566371684,6,0
29,68004,RENT,3,MEDICAL,18000,10.0,0,0,0.2646903123345686,9,0
27,69790,RENT,6,DEBT CONSOLIDATION,18000,10.25,0,0,0.2579166069637484,9,0
28,24000,MORTGAGE,2,EDUCATION,1500,7.14,0,0,0.0625,10,0
28,64000,RENT,1,DEBT CONSOLIDATION,18000,11.58,0,1,0.28125,6,0
33,70000,RENT,18,EDUCATION,18000,11.89,0,0,0.2571428571428571,9,0
34,72000,RENT,7,EDUCATION,18000,15.95,1,0,0.25,8,1
33,67000,RENT,8,HOME IMPROVEMENT,18000,13.11,1,1,0.26865671641791045,7,1
31,75000,RENT,4,HOME IMPROVEMENT,18000,8.9,0,0,0.24,6,0
34,24000,OWN,4,HOME IMPROVEMENT,2400,13.98,1,0,0.1,9,0
34,78000,RENT,5,EDUCATION,18000,8.9,0,0,0.23076923076923078,9,0
30,24000,OWN,4,MEDICAL,7500,7.88,0,0,0.3125,9,0
28,80000,RENT,8,HOME IMPROVEMENT,18000,10.59,0,0,0.225,10,0
28,80000,RENT,9,PERSONAL,18000,11.49,0,0,0.225,6,0
27,80000,RENT,1,VENTURE,18000,10.39,0,0,0.225,8,0
28,81972,RENT,4,DEBT CONSOLIDATION,18000,10.99,0,0,0.21958717610891523,6,0
27,24000,MORTGAGE,2,DEBT CONSOLIDATION,9200,10.99,0,0,0.38333333333333336,9,0
33,24000,MORTGAGE,2,DEBT CONSOLIDATION,6000,10.25,0,0,0.25,6,0
29,74000,RENT,0,VENTURE,18000,17.04,1,1,0.24324324324324326,10,1
29,24000,MORTGAGE,7,MEDICAL,10000,10.99,0,0,0.4166666666666667,6,0
28,89004,RENT,3,PERSONAL,18000,7.49,0,0,0.20223810165835243,10,0
31,90000,RENT,12,EDUCATION,18000,12.42,1,0,0.2,8,0
31,78000,RENT,0,HOME IMPROVEMENT,18000,18.79,1,1,0.23076923076923078,9,0
30,90000,RENT,14,MEDICAL,18000,8.94,0,0,0.2,8,0
34,100000,RENT,4,VENTURE,18000,13.49,1,0,0.18,10,1
32,100000,RENT,2,PERSONAL,18000,10.99,0,0,0.18,5,0
27,100000,RENT,0,VENTURE,18000,7.88,0,0,0.18,5,0
30,101500,RENT,2,HOME IMPROVEMENT,18000,12.18,1,0,0.17733990147783252,7,0
31,102000,RENT,11,MEDICAL,18000,10.0,0,0,0.17647058823529413,10,0
33,90000,RENT,15,PERSONAL,18000,11.58,0,1,0.2,10,0
33,103000,RENT,17,PERSONAL,18000,16.82,1,0,0.17475728155339806,6,1
27,110000,RENT,5,VENTURE,18000,9.91,0,0,0.16363636363636364,5,0
31,24000,OWN,1,HOME IMPROVEMENT,1200,8.94,0,0,0.05,5,0
30,24000,MORTGAGE,7,HOME IMPROVEMENT,6000,8.94,0,0,0.25,7,0
27,132000,RENT,4,DEBT CONSOLIDATION,18000,8.49,0,0,0.13636363636363635,9,0
27,102616,RENT,4,MEDICAL,18000,13.99,1,1,0.17541124191159274,7,1
33,140000,RENT,2,DEBT CONSOLIDATION,18000,10.99,0,0,0.12857142857142856,9,0
30,175000,RENT,1,EDUCATION,18000,5.79,0,0,0.10285714285714286,10,0
30,168000,RENT,1,DEBT CONSOLIDATION,18000,14.46,1,1,0.10714285714285714,9,1
33,30000,RENT,2,DEBT CONSOLIDATION,17975,8.49,0,1,0.5991666666666666,8,0
27,24000,MORTGAGE,1,VENTURE,11000,10.99,0,0,0.4583333333333333,6,1
34,65000,RENT,0,EDUCATION,17900,7.9,0,0,0.2753846153846154,8,0
27,24000,OWN,2,VENTURE,6000,12.53,1,0,0.25,9,0
28,24000,MORTGAGE,12,DEBT CONSOLIDATION,5000,9.32,0,0,0.20833333333333334,10,0
27,32220,RENT,11,MEDICAL,17725,11.49,0,1,0.5501241464928616,8,0
31,105600,RENT,5,DEBT CONSOLIDATION,17700,10.99,0,0,0.16761363636363635,6,0
27,37793,RENT,11,VENTURE,17625,12.69,1,1,0.4663562035297542,7,0
34,24000,MORTGAGE,5,MEDICAL,2000,9.2,0,0,0.08333333333333333,7,0
29,77000,RENT,3,MEDICAL,17600,13.48,1,0,0.22857142857142856,8,0
29,88000,RENT,8,DEBT CONSOLIDATION,17600,14.26,1,0,0.2,6,1
29,153000,RENT,1,VENTURE,17600,8.7,0,0,0.11503267973856209,8,0
28,205000,RENT,13,MEDICAL,17600,13.23,1,0,0.08585365853658537,10,0
28,44000,RENT,3,EDUCATION,17500,10.99,0,1,0.3977272727272727,10,0
28,44900,RENT,12,MEDICAL,17500,14.35,1,1,0.3897550111358575,10,1
27,48500,RENT,1,VENTURE,17500,12.42,1,1,0.36082474226804123,9,0
35,50000,RENT,4,PERSONAL,17500,12.84,1,1,0.35,5,0
27,24570,MORTGAGE,2,PERSONAL,8500,10.99,0,0,0.34595034595034596,8,1
32,24600,MORTGAGE,6,MEDICAL,4800,8.9,0,1,0.1951219512195122,7,0
33,58100,RENT,1,DEBT CONSOLIDATION,17500,13.57,1,0,0.30120481927710846,10,1
33,92500,RENT,4,VENTURE,17500,15.28,1,0,0.1891891891891892,6,0
31,114237,RENT,15,HOME IMPROVEMENT,17500,14.72,1,0,0.15319029736425152,6,1
29,120000,RENT,1,VENTURE,17500,12.87,1,0,0.14583333333333334,8,1
31,636000,RENT,2,DEBT CONSOLIDATION,17500,11.48,0,0,0.027515723270440252,10,0
29,35000,RENT,1,MEDICAL,17475,7.66,0,1,0.4992857142857143,5,0
27,45000,RENT,1,DEBT CONSOLIDATION,17475,11.99,0,1,0.3883333333333333,8,0
32,58650,RENT,6,MEDICAL,17400,15.05,1,1,0.2966751918158568,6,0
28,24996,MORTGAGE,6,PERSONAL,6000,5.99,0,0,0.2400384061449832,7,0
33,24996,MORTGAGE,3,PERSONAL,6600,12.99,1,0,0.2640422467594815,6,1
35,54000,RENT,4,DEBT CONSOLIDATION,17250,19.42,1,1,0.3194444444444444,10,0
29,75000,RENT,0,PERSONAL,17200,14.27,1,0,0.22933333333333333,8,1
27,78000,RENT,6,DEBT CONSOLIDATION,17200,17.49,1,1,0.2205128205128205,7,1
33,33852,RENT,4,EDUCATION,17000,11.48,0,1,0.5021859860569537,9,0
31,24996,MORTGAGE,6,PERSONAL,6000,9.25,0,0,0.2400384061449832,9,0
35,37000,RENT,5,MEDICAL,17000,13.49,1,1,0.4594594594594595,10,1
28,45300,RENT,3,DEBT CONSOLIDATION,17000,14.72,1,1,0.37527593818984545,10,0
35,48000,RENT,6,MEDICAL,17000,7.88,0,1,0.3541666666666667,6,0
27,55000,RENT,1,EDUCATION,17000,7.88,0,1,0.3090909090909091,5,0
30,55000,RENT,6,EDUCATION,17000,10.99,0,1,0.3090909090909091,9,0
27,60000,RENT,11,MEDICAL,17000,10.99,0,0,0.2833333333333333,10,0
29,60000,RENT,13,HOME IMPROVEMENT,17000,14.96,1,0,0.2833333333333333,8,0
32,61000,RENT,4,DEBT CONSOLIDATION,17000,11.49,0,0,0.2786885245901639,5,0
34,65000,RENT,6,MEDICAL,17000,8.49,0,0,0.26153846153846155,8,0
29,25000,MORTGAGE,4,EDUCATION,8500,7.9,0,0,0.34,5,0
28,25000,MORTGAGE,12,HOME IMPROVEMENT,10625,14.27,1,0,0.425,6,1
28,80000,RENT,12,MEDICAL,17000,5.79,0,0,0.2125,6,0
28,80000,RENT,3,HOME IMPROVEMENT,17000,13.85,1,0,0.2125,8,1
35,84996,RENT,12,PERSONAL,17000,7.88,0,0,0.2000094122076333,6,0
31,25000,MORTGAGE,4,DEBT CONSOLIDATION,3000,8.9,0,0,0.12,8,0
31,92000,RENT,3,PERSONAL,17000,14.54,1,0,0.18478260869565216,10,1
33,25000,MORTGAGE,8,DEBT CONSOLIDATION,6000,6.62,0,0,0.24,8,0
32,115000,RENT,16,HOME IMPROVEMENT,17000,11.12,0,0,0.14782608695652175,6,0
32,25000,OWN,15,MEDICAL,9175,10.99,0,0,0.367,10,0
31,25000,OWN,3,MEDICAL,3500,13.49,1,0,0.14,9,0
29,25000,MORTGAGE,5,DEBT CONSOLIDATION,7475,8.49,0,0,0.299,6,0
30,25000,MORTGAGE,4,DEBT CONSOLIDATION,7000,10.99,0,0,0.28,10,0
34,78000,RENT,0,DEBT CONSOLIDATION,16800,7.37,0,0,0.2153846153846154,5,0
